tmdb_id,imdb_id,title,release_year,genres,budget,box_office_revenue,vote_average,vote_count
283633,tt1391130,Toto Forever,2010,"Romance, Drama",0,0,6.722,9
283165,tt1836033,Léo e Bia,2010,Drama,0,0,7.8,7
282978,tt1964589,Chamaco,2010,"Crime, Drama",0,0,4.071,7
282787,tt1562565,iPsycho,2010,"Drama, Horror",0,0,4.5,5
281707,tt1235786,The Horror Vault 3,2010,"Comedy, Horror",0,0,2.2,5
281468,tt2507550,Killing Us Softly 4: Advertising's Image Of Women,2010,Documentary,0,0,6.7,10
281448,tt1415263,Herbert White,2010,Drama,0,0,7.1,7
280621,tt1679657,Rock Hudson: Dark and Handsome Stranger,2010,Documentary,0,0,4.4,7
279923,tt1736558,Che: A New Man,2010,Documentary,0,0,8.3,6
279750,tt1409734,An Acrid Yarn,2010,Thriller,0,0,4.6,5
279139,tt1598785,Die Zeit der Kraniche,2010,"TV Movie, Family, Drama",0,0,4.625,8
279019,tt1696205,"Io sono Tony Scott, ovvero come l'Italia fece fuori il più grande clarinettista del jazz",2010,"Music, Documentary",0,0,7.0,8
278778,tt1294141,Dancing Ninja,2010,"Action, Comedy, Crime",0,0,5.8,14
278698,tt1900832,Avatar Spirits,2010,Documentary,0,0,7.9,38
278461,tt1708133,García,2010,"Drama, Comedy",0,0,6.8,14
278427,tt1701991,Family Guy Presents: It's a Trap!,2010,"Animation, Comedy, Science Fiction, Action, Adventure, TV Movie",0,0,6.759,441
278252,tt1629399,"The Cat, The Reverend and The Slave",2010,Documentary,0,0,5.3,6
278212,tt1634554,Janakan,2010,Thriller,0,0,4.6,7
276877,tt1403210,Orgy of the Damned,2010,"Horror, Fantasy, Thriller",250000,0,1.8,10
276857,tt1619034,Mad Cow,2010,"Science Fiction, Comedy, Horror",50,0,2.8,5
276022,tt1339488,Raspberry Magic,2010,"Comedy, Drama, Family",0,0,4.2,5
276016,tt1590959,Takumi-kun Series: The Beauty of Detail,2010,Drama,0,0,5.357,14
