title,release_date,budget,revenue,runtime,genres,release_year
The Good Dinosaur,2015-11-14,175000000.0,332207671.0,93.0,"['Adventure', 'Animation', 'Family']",2015
Dragon Ball Z: Resurrection 'F',2015-04-18,5000000.0,61768190.0,93.0,"['Action', 'Animation', 'Science Fiction']",2015
Creed,2015-11-25,37000000.0,173600000.0,133.0,['Drama'],2015
The Heroine,2015-12-12,0.0,0.0,76.0,"['Adventure', 'Comedy', 'Animation', 'Family']",2015
Cruisers,2015-09-10,2500.0,0.0,7.0,['Romance'],2015
The Tour,2015-09-30,0.0,0.0,107.0,"['Music', 'Comedy', 'Drama']",2015
Ouzeri Tsitsanis,2015-12-03,0.0,0.0,112.0,"['Drama', 'Music', 'War']",2015
Jeez,2015-05-17,0.0,0.0,17.0,[],2015
Remembering Kinji,2015-11-17,0.0,0.0,18.0,['Documentary'],2015
Poltergeist,2015-05-20,35000000.0,95682614.0,93.0,['Horror'],2015
The Outfit,2015-04-14,0.0,0.0,12.0,"['Horror', 'Fantasy', 'Comedy']",2015
Pinocchio,2015-04-27,0.0,0.0,75.0,['Documentary'],2015
Jupiter Ascending,2015-02-04,176000000.0,184000000.0,127.0,"['Science Fiction', 'Fantasy', 'Action']",2015
San Andreas,2015-05-27,110000000.0,473990832.0,114.0,"['Action', 'Drama', 'Thriller']",2015
Fantastic Four,2015-08-05,120000000.0,167977596.0,100.0,"['Action', 'Adventure', 'Science Fiction']",2015
The Gift,2015-07-31,5000000.0,58978653.0,108.0,"['Thriller', 'Mystery', 'Drama']",2015
Edge,2015-11-05,0.0,0.0,62.0,"['Western', 'TV Movie']",2015
Grief,2015-11-13,200000.0,0.0,0.0,['Drama'],2015
Insurgent,2015-03-18,110000000.0,297002527.0,119.0,"['Action', 'Science Fiction', 'Thriller']",2015
War Room,2015-08-28,3000000.0,73267874.0,120.0,['Drama'],2015
Handjob Cabin,2015-10-06,0.0,0.0,3.0,"['Horror', 'Comedy']",2015
Black Mass,2015-09-17,53000000.0,99975678.0,123.0,"['Drama', 'Crime', 'History']",2015
Mutual Relations,2015-12-01,0.0,0.0,90.0,"['Comedy', 'Romance']",2015
The Gigolo,2015-01-29,0.0,709136.0,97.0,"['Romance', 'Drama', 'Comedy']",2015
Straight Outta Compton,2015-08-11,28000000.0,201634991.0,147.0,"['Drama', 'Music', 'History']",2015
Die Bürgschaft,2015-01-01,0.0,0.0,0.0,['Drama'],2015
The Hunger Games: Mockingjay - Part 2,2015-11-18,160000000.0,653428261.0,137.0,"['Action', 'Adventure', 'Science Fiction']",2015
Bad Sister,2015-08-24,0.0,0.0,85.0,"['Thriller', 'TV Movie']",2015
Vacation,2015-07-28,31000000.0,104400000.0,99.0,"['Comedy', 'Adventure']",2015
Hotel Transylvania 2,2015-09-21,80000000.0,473200000.0,89.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",2015
Everest,2015-09-10,55000000.0,203427584.0,121.0,"['Adventure', 'Drama', 'History']",2015
Wondrous Boccaccio,2015-02-26,0.0,0.0,116.0,"['Comedy', 'History', 'Drama', 'Romance']",2015
Die Insassen,2015-09-17,0.0,0.0,0.0,"['Drama', 'Comedy']",2015
Radio Cortile,2015-01-01,0.0,0.0,0.0,"['Music', 'Comedy']",2015
Chasing Hemingway,2015-11-20,0.0,0.0,0.0,['Romance'],2015
Markham Tactical,2015-08-06,0.0,0.0,15.0,"['Drama', 'Crime']",2015
SHINE 25,2015-03-06,0.0,0.0,124.0,[],2015
Trumbo,2015-10-27,15000000.0,8235661.0,124.0,['Drama'],2015
Самое главное,2015-09-27,0.0,0.0,0.0,['Romance'],2015
Hot Girls Wanted,2015-01-24,0.0,0.0,84.0,['Documentary'],2015
Chasing Pluto,2015-07-15,0.0,0.0,54.0,['Documentary'],2015
The Offerings,2015-11-27,1500000.0,0.0,120.0,['Horror'],2015
Maul Dogs,2015-10-06,0.0,0.0,99.0,['Comedy'],2015
Spy,2015-05-06,65000000.0,235666219.0,120.0,"['Action', 'Comedy', 'Crime']",2015
Female War: A Nasty Deal,2015-09-27,0.0,0.0,110.0,"['Drama', 'Romance']",2015
Sausage Party,2016-07-11,19000000.0,140705322.0,89.0,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",2016
Zootopia,2016-02-11,150000000.0,1025521689.0,109.0,"['Animation', 'Adventure', 'Family', 'Comedy']",2016
Akira,2016-09-01,0.0,0.0,138.0,"['Action', 'Crime', 'Thriller']",2016
Your Name.,2016-08-26,7500000.0,405320132.0,106.0,"['Animation', 'Romance', 'Drama']",2016
Deadpool,2016-02-09,58000000.0,782837347.0,108.0,"['Action', 'Adventure', 'Comedy']",2016
The Handmaiden,2016-06-01,8575000.0,38600000.0,145.0,"['Thriller', 'Drama', 'Romance']",2016
Arrival,2016-11-10,47000000.0,203388186.0,116.0,"['Drama', 'Science Fiction', 'Mystery']",2016
La La Land,2016-12-01,30000000.0,509183536.0,129.0,"['Comedy', 'Drama', 'Romance']",2016
Now You See Me 2,2016-06-02,120000000.0,334897606.0,129.0,"['Thriller', 'Crime']",2016
Batman v Superman: Dawn of Justice,2016-03-23,250000000.0,874362803.0,152.0,"['Action', 'Adventure', 'Fantasy']",2016
Wet Woman in the Wind,2016-12-17,0.0,268.0,77.0,"['Drama', 'Romance']",2016
Captain America: Civil War,2016-04-27,250000000.0,1155046416.0,147.0,"['Adventure', 'Action', 'Science Fiction']",2016
Me Before You,2016-06-01,20000000.0,207945075.0,110.0,"['Drama', 'Romance']",2016
Hacksaw Ridge,2016-10-07,40000000.0,175302354.0,139.0,"['Drama', 'History', 'War']",2016
Train to Busan,2016-07-20,8500000.0,87547518.0,118.0,"['Horror', 'Thriller', 'Action', 'Adventure']",2016
War Dogs,2016-08-18,50000000.0,86234523.0,114.0,"['Comedy', 'Crime', 'Drama']",2016
Doctor Strange,2016-10-25,180000000.0,676343174.0,115.0,"['Fantasy', 'Adventure', 'Action']",2016
The Great Wall,2016-12-16,150000000.0,331957105.0,103.0,"['Action', 'Adventure', 'Fantasy']",2016
Fantastic Beasts and Where to Find Them,2016-11-16,180000000.0,809342332.0,133.0,"['Fantasy', 'Adventure']",2016
Boyka: Undisputed IV,2016-08-01,0.0,63500000.0,87.0,"['Action', 'Drama', 'Thriller']",2016
Hidden Figures,2016-12-10,25000000.0,235957472.0,127.0,"['Drama', 'History']",2016
X-Men: Apocalypse,2016-05-18,178000000.0,543934787.0,144.0,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",2016
Traders,2016-03-11,0.0,0.0,90.0,['Thriller'],2016
Charity Case,2016-01-01,0.0,0.0,0.0,"['TV Movie', 'Drama']",2016
Ghostbusters,2016-07-14,144000000.0,229147509.0,117.0,"['Action', 'Fantasy', 'Comedy']",2016
The Magnificent Seven,2016-09-14,90000000.0,162400000.0,132.0,"['Adventure', 'Action', 'Western']",2016
Kung Fu Panda 3,2016-01-23,145000000.0,521170825.0,95.0,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",2016
A Silent Voice: The Movie,2016-09-17,0.0,30819442.0,129.0,"['Animation', 'Drama', 'Romance']",2016
Sing,2016-11-23,75000000.0,634151679.0,108.0,"['Family', 'Comedy', 'Music', 'Animation']",2016
Ballerina,2016-12-14,30000000.0,109573511.0,89.0,"['Animation', 'Adventure', 'Comedy', 'Family']",2016
The Seven New Signs of the Apocalypse,2016-01-04,0.0,0.0,0.0,[],2016
Star Trek Beyond,2016-07-07,185000000.0,343471816.0,122.0,"['Action', 'Adventure', 'Science Fiction']",2016
Suicide Squad,2016-08-03,175000000.0,749200054.0,122.0,"['Action', 'Adventure', 'Fantasy']",2016
Rogue One: A Star Wars Story,2016-12-14,200000000.0,1056057273.0,133.0,"['Action', 'Adventure', 'Science Fiction']",2016
The Witch,2016-02-19,4000000.0,40423945.0,92.0,"['Horror', 'Fantasy', 'Drama']",2016
Finding Dory,2016-06-16,200000000.0,1029266989.0,97.0,"['Adventure', 'Animation', 'Family']",2016
My Neighbor's Wife,2016-07-28,0.0,0.0,80.0,"['Romance', 'Drama']",2016
The Conjuring 2,2016-06-08,40000000.0,322819915.0,134.0,['Horror'],2016
Warcraft,2016-05-25,160000000.0,433677183.0,123.0,"['Action', 'Adventure', 'Fantasy']",2016
Silence,2016-12-23,46000000.0,23834809.0,161.0,"['Drama', 'History']",2016
The Accountant,2016-10-13,44000000.0,155160045.0,128.0,"['Crime', 'Thriller', 'Drama']",2016
Miss Peregrine's Home for Peculiar Children,2016-09-28,110000000.0,296482446.0,127.0,"['Fantasy', 'Adventure', 'Drama', 'Family']",2016
Можете звать меня папой,2016-11-11,0.0,0.0,0.0,"['Comedy', 'Romance']",2016
Mom's Friend 2,2016-09-01,0.0,0.0,92.0,['Romance'],2016
Inferno,2016-10-13,75000000.0,220021259.0,122.0,"['Mystery', 'Thriller', 'Action']",2016
The Ornithologist,2016-09-16,1342062.0,0.0,118.0,"['Adventure', 'Drama', 'Mystery']",2016
Collide,2016-06-10,21500000.0,6817535.0,98.0,"['Thriller', 'Action']",2016
The Purge: Election Year,2016-06-29,10000000.0,118587880.0,109.0,"['Action', 'Horror', 'Thriller']",2016
Sharon Malone and Eric Holder,2016-04-20,0.0,0.0,26.0,['Documentary'],2016
10 Cloverfield Lane,2016-03-10,15000000.0,110216998.0,104.0,"['Thriller', 'Science Fiction', 'Drama', 'Horror']",2016
To Steal from a Thief,2016-03-03,6700000.0,9074836.0,96.0,"['Crime', 'Thriller']",2016
Un chapeau de paille d'italie,2016-12-25,0.0,0.0,121.0,['Comedy'],2016
Independence Day: Resurgence,2016-06-22,165000000.0,389681935.0,120.0,"['Action', 'Adventure', 'Science Fiction']",2016
Lion,2016-11-24,12000000.0,140312928.0,118.0,['Drama'],2016
Snowden,2016-09-15,40000000.0,37357216.0,135.0,"['Drama', 'History', 'Crime', 'Thriller']",2016
The Huntsman: Winter's War,2016-04-06,115000000.0,164989338.0,114.0,"['Action', 'Adventure', 'Drama']",2016
Manchester by the Sea,2016-11-17,9000000.0,79000000.0,138.0,['Drama'],2016
Gods of Egypt,2016-02-25,140000000.0,150680864.0,127.0,"['Action', 'Adventure', 'Fantasy']",2016
Rocco,2016-11-30,0.0,0.0,105.0,['Documentary'],2016
13 Hours: The Secret Soldiers of Benghazi,2016-01-14,50000000.0,69411370.0,144.0,"['War', 'Action', 'History', 'Drama', 'Thriller']",2016
Pablo,2016-12-19,0.0,0.0,81.0,"['Drama', 'Romance']",2016
Il Etait Une Voix - Thierry Roland,2016-06-19,0.0,0.0,0.0,['Documentary'],2016
Nee Jathaleka,2016-10-16,0.0,0.0,126.0,['Romance'],2016
Wild Awakening,2016-10-23,0.0,0.0,105.0,"['Drama', 'Romance', 'Thriller']",2016
London Has Fallen,2016-03-02,60000000.0,205754447.0,99.0,"['Action', 'Thriller']",2016
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,135000000.0,245623848.0,112.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",2016
My Friend's Mom,2016-10-12,0.0,0.0,78.0,['Romance'],2016
The Wailing,2016-05-12,10951000.0,49851770.0,156.0,"['Horror', 'Mystery']",2016
Sound Speeds,2016-12-12,0.0,0.0,17.0,"['Thriller', 'Comedy', 'Drama', 'Romance']",2016
Enfant chéri,2016-11-12,0.0,0.0,23.0,['Drama'],2016
SHINE 36,2016-07-22,0.0,0.0,134.0,[],2016
Underworld: Blood Wars,2016-11-24,35000000.0,81093313.0,91.0,"['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Horror']",2016
Vees Mhanje Vees,2016-06-10,0.0,0.0,105.0,['Family'],2016
Moonlight,2016-10-21,4000000.0,65046687.0,111.0,['Drama'],2016
First Night,2016-09-08,0.0,0.0,17.0,['Drama'],2016
Comedy Aid 2016,2016-12-29,0.0,0.0,0.0,['Comedy'],2016
Cell,2016-07-06,0.0,1133031.0,98.0,"['Horror', 'Science Fiction', 'Thriller']",2016
Mechanic: Resurrection,2016-08-25,40000000.0,125729635.0,99.0,"['Action', 'Crime', 'Thriller']",2016
Christmas Dress,2016-12-01,0.0,0.0,27.0,"['Drama', 'Family']",2016
Goster,2016-06-30,0.0,0.0,88.0,"['Comedy', 'Thriller']",2016
Adopting Trouble,2016-04-08,0.0,0.0,98.0,['Comedy'],2016
The Invitation,2016-04-08,1000000.0,354835.0,100.0,"['Thriller', 'Horror']",2016
Abortion: Stories Women Tell,2016-08-12,0.0,0.0,92.0,"['Documentary', 'TV Movie']",2016
Love Studio,2016-03-11,0.0,0.0,0.0,[],2016
Collateral Beauty,2016-12-15,36000000.0,88528280.0,97.0,"['Drama', 'Romance']",2016
Jack Reacher: Never Go Back,2016-10-19,60000000.0,162100000.0,118.0,"['Action', 'Thriller', 'Drama', 'Crime']",2016
"Rasmy, Fahmy, Nazmy",2016-03-24,0.0,0.0,0.0,['Comedy'],2016
Jason Bourne,2016-07-27,120000000.0,415484914.0,123.0,"['Action', 'Adventure', 'Thriller']",2016
The Other Side of Home,2016-04-21,0.0,0.0,40.0,['Documentary'],2016
Hans im Glück,2016-12-26,0.0,0.0,0.0,['Family'],2016
Das Programm,2016-01-04,0.0,0.0,173.0,['Crime'],2016
Sully,2016-09-07,60000000.0,240800000.0,96.0,"['Drama', 'History']",2016
Café Society,2016-05-11,30000000.0,43763247.0,97.0,"['Comedy', 'Drama', 'Romance']",2016
Maresia,2016-11-17,0.0,0.0,89.0,['Drama'],2016
Ice Age: Collision Course,2016-06-23,105000000.0,408579038.0,95.0,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",2016
Young Mother: The Original,2016-06-23,0.0,0.0,85.0,"['Drama', 'Romance']",2016
I Am Wrath,2016-04-14,18000000.0,0.0,92.0,"['Action', 'Crime', 'Drama', 'Thriller']",2016
Terra Formars,2016-04-29,0.0,0.0,109.0,"['Action', 'Horror', 'Science Fiction']",2016
SHINE 37,2016-09-02,0.0,0.0,184.0,[],2016
The Girl on the Train,2016-10-05,45000000.0,173200000.0,112.0,"['Crime', 'Mystery', 'Thriller']",2016
Curvature,2017-10-08,0.0,0.0,90.0,"['Science Fiction', 'Thriller']",2017
Japanese Mom,2017-02-09,0.0,0.0,91.0,['Romance'],2017
SHINE 47,2017-12-16,0.0,0.0,159.0,[],2017
Spider-Man: Homecoming,2017-07-05,175000000.0,880978185.0,133.0,"['Action', 'Adventure', 'Science Fiction']",2017
Guardians of the Galaxy Vol. 2,2017-04-19,200000000.0,863756051.0,137.0,"['Science Fiction', 'Adventure', 'Action']",2017
Blade Runner 2049,2017-10-04,150000000.0,259239658.0,164.0,"['Science Fiction', 'Drama']",2017
Coco,2017-10-27,175000000.0,814641172.0,105.0,"['Family', 'Animation', 'Music', 'Adventure']",2017
It,2017-09-06,35000000.0,719766009.0,135.0,"['Horror', 'Thriller', 'Drama']",2017
Wonder Woman,2017-05-30,149000000.0,823970682.0,141.0,"['Action', 'Adventure', 'Fantasy']",2017
Get Out,2017-02-24,4500000.0,255407969.0,104.0,"['Mystery', 'Thriller', 'Horror']",2017
Corruption at a Summer Resort － Beautiful Married Woman Falls into Dark Desires,2017-11-20,0.0,0.0,110.0,['Drama'],2017
Baby Driver,2017-06-28,34000000.0,226945087.0,113.0,"['Action', 'Crime']",2017
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,230000000.0,795922298.0,129.0,"['Adventure', 'Action', 'Fantasy']",2017
Beauty and the Beast,2017-03-16,160000000.0,1266115964.0,129.0,"['Family', 'Fantasy', 'Romance']",2017
xXx: Return of Xander Cage,2017-01-13,85000000.0,346118277.0,107.0,"['Action', 'Adventure', 'Crime']",2017
Split,2017-01-19,9000000.0,278454358.0,117.0,"['Horror', 'Thriller']",2017
John Wick: Chapter 2,2017-02-08,40000000.0,171539887.0,122.0,"['Action', 'Thriller', 'Crime']",2017
Cars 3,2017-06-15,175000000.0,383925276.0,102.0,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']",2017
Thor: Ragnarok,2017-10-02,180000000.0,855301806.0,131.0,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",2017
Logan,2017-02-28,97000000.0,619021436.0,137.0,"['Action', 'Drama', 'Science Fiction']",2017
Toter Winkel,2017-05-03,0.0,0.0,0.0,"['TV Movie', 'Drama', 'Thriller']",2017
The Greatest Showman,2017-12-20,84000000.0,459066134.0,105.0,['Drama'],2017
Kingsman: The Golden Circle,2017-09-20,104000000.0,410902662.0,141.0,"['Action', 'Adventure', 'Comedy', 'Crime']",2017
The Fate of the Furious,2017-04-12,250000000.0,1236000000.0,136.0,"['Action', 'Crime', 'Thriller']",2017
Kong: Skull Island,2017-03-08,185000000.0,566652812.0,118.0,"['Action', 'Adventure', 'Fantasy']",2017
Ghost in the Shell,2017-03-29,110000000.0,169801921.0,107.0,"['Science Fiction', 'Drama', 'Action']",2017
War for the Planet of the Apes,2017-07-11,150000000.0,490719763.0,140.0,"['Drama', 'Science Fiction', 'War']",2017
Star Wars: The Last Jedi,2017-12-13,300000000.0,1332698830.0,152.0,"['Adventure', 'Action', 'Science Fiction']",2017
Call Me by Your Name,2017-10-01,3500000.0,43143046.0,132.0,"['Romance', 'Drama']",2017
Alien: Covenant,2017-05-09,97000000.0,240891763.0,122.0,"['Horror', 'Science Fiction']",2017
Leningrad Symphony,2017-11-03,0.0,0.0,0.0,"['Documentary', 'Drama', 'War']",2017
Dunkirk,2017-07-19,150000000.0,527000000.0,107.0,"['War', 'Action', 'Drama']",2017
Jumanji: Welcome to the Jungle,2017-12-09,90000000.0,995339117.0,119.0,"['Adventure', 'Comedy', 'Fantasy', 'Action']",2017
mother!,2017-09-13,30000000.0,44516999.0,121.0,"['Horror', 'Drama']",2017
Themistokleous 88,2017-10-01,0.0,0.0,6.0,[],2017
Fifty Shades Darker,2017-02-08,55000000.0,381545846.0,118.0,"['Drama', 'Romance']",2017
Annabelle: Creation,2017-08-03,15000000.0,306592201.0,110.0,['Horror'],2017
Papillon,2017-09-07,0.0,10060903.0,134.0,"['Adventure', 'Crime', 'Drama']",2017
Lady Bird,2017-09-01,10000000.0,79000000.0,94.0,"['Drama', 'Comedy']",2017
Success Story,2017-11-02,0.0,0.0,90.0,"['Drama', 'Comedy']",2017
Justice League,2017-11-15,300000000.0,661326987.0,120.0,"['Action', 'Adventure', 'Science Fiction']",2017
Murder on the Orient Express,2017-11-03,55000000.0,352800000.0,114.0,"['Mystery', 'Drama', 'Crime']",2017
Sex Plate 17,2017-11-13,0.0,0.0,121.0,"['Comedy', 'Drama', 'Romance']",2017
The Invisible Guest,2017-01-06,4000000.0,30000000.0,107.0,"['Drama', 'Mystery', 'Thriller']",2017
The Shape of Water,2017-12-01,19500000.0,195300000.0,123.0,"['Drama', 'Fantasy', 'Romance']",2017
Mother's Job,2017-07-27,0.0,0.0,79.0,['Drama'],2017
Transformers: The Last Knight,2017-06-16,217000000.0,605425157.0,154.0,"['Action', 'Adventure', 'Science Fiction']",2017
Jigsaw,2017-10-25,10000000.0,104223315.0,91.0,"['Horror', 'Mystery']",2017
Das schaffen wir schon,2017-09-07,0.0,0.0,0.0,['Comedy'],2017
Das Luther-Tribunal - Zehn Tage im April,2017-10-31,0.0,0.0,0.0,"['TV Movie', 'Documentary', 'Drama', 'History']",2017
Ferdinand,2017-12-09,111000000.0,295038508.0,108.0,"['Animation', 'Family', 'Adventure', 'Comedy']",2017
Shot Caller,2017-07-07,0.0,0.0,121.0,"['Crime', 'Drama', 'Thriller']",2017
Tarat,2017-10-23,10000.0,100000.0,88.0,['Action'],2017
Resident Evil: Vendetta,2017-05-27,0.0,256320.0,97.0,"['Action', 'Animation', 'Adventure', 'Science Fiction', 'Horror']",2017
Furocious,2017-11-03,0.0,0.0,14.0,['Horror'],2017
Incantation 2,2017-04-04,0.0,0.0,0.0,[],2017
Stella,2017-10-17,0.0,0.0,80.0,['Drama'],2017
Food Evolution,2017-06-23,0.0,0.0,92.0,['Documentary'],2017
Baywatch,2017-05-25,69000000.0,177900000.0,116.0,"['Comedy', 'Action', 'Crime']",2017
The Lego Batman Movie,2017-02-08,80000000.0,311950384.0,104.0,"['Animation', 'Action', 'Comedy', 'Family']",2017
Blood Drive,2017-06-01,2800000.0,0.0,91.0,"['Action', 'Horror', 'Fantasy', 'Science Fiction']",2017
Wonder,2017-11-13,20000000.0,315025930.0,113.0,"['Family', 'Drama']",2017
Phantom Thread,2017-12-25,35000000.0,47756590.0,130.0,"['Drama', 'Romance']",2017
When the Day Had No Name,2017-02-14,0.0,0.0,84.0,['Drama'],2017
Mom's Friend 3,2017-03-30,0.0,0.0,81.0,"['Romance', 'Drama']",2017
Bone Gym,2017-10-01,0.0,0.0,3.0,[],2017
"Three Billboards Outside Ebbing, Missouri",2017-12-01,15000000.0,162729321.0,115.0,"['Crime', 'Drama']",2017
Lighting Up with Hildy Johnson,2017-01-10,0.0,0.0,25.0,['Documentary'],2017
Breakdown Lane,2017-01-05,0.0,0.0,76.0,"['Drama', 'Horror', 'Thriller']",2017
Leichtmatrosen - Drei Mann in einem Boot,2017-05-12,0.0,0.0,90.0,"['TV Movie', 'Comedy']",2017
Geostorm,2017-10-12,120000000.0,221600160.0,109.0,"['Action', 'Science Fiction', 'Thriller']",2017
Edifício Paraíso,2017-06-05,0.0,0.0,370.0,"['Comedy', 'Drama', 'Romance']",2017
Wind River,2017-08-03,11000000.0,44998252.0,107.0,"['Crime', 'Mystery', 'Drama', 'Thriller']",2017
About Love,2017-03-23,2000000.0,182710.0,95.0,"['Romance', 'Drama', 'Thriller']",2017
Ein Lächeln nachts um vier,2017-12-10,0.0,0.0,90.0,"['Comedy', 'Romance', 'Drama']",2017
The Post,2017-12-22,50000000.0,179769467.0,116.0,"['Drama', 'History']",2017
Paddington 2,2017-11-09,40000000.0,290132513.0,104.0,"['Adventure', 'Comedy', 'Family']",2017
Misantropo,2017-09-08,0.0,0.0,0.0,['Adventure'],2017
The Hitman's Bodyguard,2017-08-16,30000000.0,176586701.0,118.0,"['Action', 'Comedy', 'Crime', 'Thriller']",2017
Valerian and the City of a Thousand Planets,2017-07-19,177200000.0,225973340.0,137.0,"['Adventure', 'Science Fiction', 'Action']",2017
The Foreigner,2017-09-28,35000000.0,145374099.0,113.0,"['Action', 'Thriller', 'Crime']",2017
Daak Ghar,2017-06-15,0.0,0.0,50.0,['Drama'],2017
The Dark Tower,2017-08-03,60000000.0,113231078.0,95.0,"['Fantasy', 'Action', 'Science Fiction']",2017
King Arthur: Legend of the Sword,2017-05-10,175000000.0,149175066.0,126.0,"['Action', 'Drama', 'Fantasy']",2017
Bhoy Intsik,2017-03-09,0.0,0.0,107.0,"['Drama', 'Crime']",2017
The Death of Muffinhead,2017-06-08,0.0,0.0,5.0,[],2017
Blue Summer Symphony,2017-04-05,0.0,0.0,29.0,"['Drama', 'Comedy']",2017
Siliconn City,2017-06-16,0.0,0.0,126.0,"['Action', 'Thriller']",2017
Life,2017-03-22,58000000.0,100541806.0,104.0,"['Horror', 'Science Fiction', 'Mystery']",2017
Extinction,2017-07-24,0.0,0.0,22.0,['Horror'],2017
The Mummy,2017-06-06,125000000.0,409231607.0,110.0,"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",2017
Pendular,2017-09-21,0.0,0.0,108.0,['Drama'],2017
Atomic Blonde,2017-07-26,30000000.0,100014025.0,115.0,"['Action', 'Adventure', 'Thriller']",2017
Cannibal Cop,2017-01-15,0.0,0.0,70.0,['Horror'],2017
A Cure for Wellness,2017-02-15,40000000.0,26620002.0,146.0,"['Horror', 'Mystery', 'Science Fiction']",2017
Mia,2017-12-17,0.0,0.0,11.0,"['Drama', 'Documentary']",2017
Benjamin Troubles,2017-06-27,0.0,0.0,95.0,"['Thriller', 'Drama', 'Romance']",2017
Market Value,2017-09-24,0.0,0.0,128.0,[],2017
Dead Shack,2017-07-02,0.0,0.0,85.0,"['Action', 'Comedy', 'Horror', 'Thriller']",2017
SHINE 41,2017-03-10,0.0,0.0,159.0,[],2017
Avengers: Infinity War,2018-04-25,300000000.0,2052415039.0,149.0,"['Adventure', 'Action', 'Science Fiction']",2018
Second Best,2018-04-23,0.0,0.0,20.0,[],2018
The Lads,2018-12-23,0.0,0.0,104.0,[],2018
Spider-Man: Into the Spider-Verse,2018-12-06,90000000.0,393602435.0,117.0,"['Animation', 'Action', 'Adventure', 'Science Fiction']",2018
Going West,2018-01-05,0.0,0.0,76.0,"['Comedy', 'Drama']",2018
Venom,2018-09-28,116000000.0,856085151.0,112.0,"['Science Fiction', 'Action']",2018
Black Panther,2018-02-13,200000000.0,1349926083.0,135.0,"['Action', 'Adventure', 'Science Fiction']",2018
Aquaman,2018-12-07,160000000.0,1152028393.0,143.0,"['Action', 'Adventure', 'Fantasy']",2018
Passagier 23,2018-12-13,0.0,0.0,120.0,"['Thriller', 'TV Movie']",2018
Ready Player One,2018-03-28,175000000.0,607274134.0,140.0,"['Adventure', 'Action', 'Science Fiction']",2018
Fifty Shades Freed,2018-01-17,55000000.0,371985018.0,105.0,"['Drama', 'Romance']",2018
Deadpool 2,2018-05-15,110000000.0,785896632.0,120.0,"['Action', 'Comedy', 'Adventure']",2018
Green Book,2018-11-16,23000000.0,321752656.0,130.0,"['Drama', 'Comedy', 'History']",2018
Incredibles 2,2018-06-14,200000000.0,1243225667.0,118.0,"['Action', 'Adventure', 'Animation', 'Family']",2018
Ant-Man and the Wasp,2018-07-04,140000000.0,622674139.0,119.0,"['Action', 'Adventure', 'Science Fiction']",2018
Bohemian Rhapsody,2018-10-24,52000000.0,910813521.0,135.0,"['Music', 'Drama']",2018
A Quiet Place,2018-04-03,17000000.0,340955294.0,91.0,"['Horror', 'Drama', 'Science Fiction']",2018
Jurassic World: Fallen Kingdom,2018-06-06,170000000.0,1310469037.0,129.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2018
Hereditary,2018-06-07,10000000.0,87796204.0,128.0,"['Horror', 'Mystery', 'Thriller']",2018
Mission: Impossible - Fallout,2018-07-25,178000000.0,791658205.0,147.0,"['Action', 'Adventure']",2018
We,2018-07-12,0.0,0.0,100.0,['Drama'],2018
Pacific Rim: Uprising,2018-03-21,150000000.0,290061297.0,111.0,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",2018
Rampage,2018-04-11,120000000.0,428028233.0,107.0,"['Action', 'Adventure', 'Science Fiction']",2018
Den of Thieves,2018-01-18,30000000.0,80509622.0,140.0,"['Crime', 'Thriller', 'Action']",2018
Maze Runner: The Death Cure,2018-01-10,62000000.0,288175335.0,143.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",2018
The Meg,2018-08-09,150000000.0,530517320.0,113.0,"['Action', 'Science Fiction', 'Horror']",2018
Bumblebee,2018-11-22,135000000.0,467989645.0,114.0,"['Action', 'Adventure', 'Science Fiction']",2018
Mortal Engines,2018-11-27,100000000.0,83869818.0,128.0,"['Adventure', 'Science Fiction']",2018
The Nun,2018-09-05,22000000.0,366082797.0,96.0,['Horror'],2018
The Equalizer 2,2018-07-19,62000000.0,190400157.0,121.0,"['Action', 'Thriller', 'Crime']",2018
Venus. Rising.,2018-01-01,0.0,0.0,84.0,[],2018
First Man,2018-10-10,70000000.0,105713218.0,141.0,"['History', 'Drama']",2018
Skyscraper,2018-07-11,125000000.0,304870828.0,102.0,"['Action', 'Thriller', 'Adventure']",2018
Doctor Martin: The Mystery of Beskid Mountains,2018-12-06,788000.0,0.0,97.0,"['Comedy', 'Crime']",2018
Terrifier,2018-01-25,35000.0,421798.0,84.0,"['Horror', 'Thriller']",2018
Schattenfreundin,2018-12-01,0.0,0.0,90.0,['Thriller'],2018
Tomb Raider,2018-03-05,94000000.0,274650803.0,118.0,"['Action', 'Adventure', 'Fantasy']",2018
